,placename,hotel_name,hotel_bookingdotcom_page,user_rating,hotel_lat,hotel_lon,hotel_description,place_id,POI_lon,POI_lat,mean_max_temp_over_next_7_days,mean_cloud_cover_over_next_7_days,mean_POP_over_next_7_days,bad_weather_score
10,St Malo,L'Hôtel Particulier Ascott,https://www.booking.com/hotel/fr/ascott.fr.html,9.2,48.63112529789551,-2.010825276374817,"Entièrement rénové, l'établissement L'Hôtel Particulier Ascott occupe un ancien manoir du XIXe siècle, situé dans le quartier résidentiel de Saint-Servan, à l'embouchure de la Rance. ",sml,-96.9538228,49.314695,12.72625,50.5,12.72625,40.26847222222222
11,St Malo,Hôtel Bristol Union Intra Muros,https://www.booking.com/hotel/fr/bristol-union.fr.html,9.1,48.64961099853388,-2.024303376674652,"L’Hôtel Bristol Union Intra Muros est situé au cœur de Saint-Malo, dans l’enceinte des remparts de la vieille ville, à 180 mètres du port de plaisance. ",sml,-96.9538228,49.314695,12.72625,50.5,12.72625,40.26847222222222
12,St Malo,Hôtel Le Nautilus,https://www.booking.com/hotel/fr/le-nautilus.fr.html,9.4,48.650727056010815,-2.0249454730163734,"L’Hôtel Le Nautilus occupe un bâtiment rénové du XVIIe siècle situé dans la ville fortifiée de Saint-Malo. Cet hôtel dispose d’un bar, d’une bagagerie et d’un salon commun. ",sml,-96.9538228,49.314695,12.72625,50.5,12.72625,40.26847222222222
13,St Malo,Château Hôtel Du Colombier,https://www.booking.com/hotel/fr/chateau-du-colombie.fr.html,9.1,48.638587743159896,-1.96755051612854,"Niché au cœur d'un parc de 6 hectares à seulement 5 minutes en voiture de la plage, le Château Hôtel Du Colombier, qui date du XVIIIe siècle, allie charme historique et confort moderne. ",sml,-96.9538228,49.314695,12.72625,50.5,12.72625,40.26847222222222
14,St Malo,Golden Tulip Saint Malo– Le Grand Bé,https://www.booking.com/hotel/fr/golden-tulip-saint-malo.fr.html,8.6,48.6495690720354,-2.02686496197134,"Le Golden Tulip Saint Malo– Le Grand Bé est situé au sein des remparts de Saint-Malo, à 5 minutes à pied du port. ",sml,-96.9538228,49.314695,12.72625,50.5,12.72625,40.26847222222222
15,St Malo,ibis Styles Saint Malo Port,https://www.booking.com/hotel/fr/ibis-styles-saint-malo-port.fr.html,8.3,48.63962613573007,-2.012365314358476,"Doté d'un snack-bar et d'une connexion Wi-Fi gratuite, l'établissement ibis Styles Saint Malo Port est situé à Saint-Malo, à moins de 10 minutes à pied des plages de sable, à 1 km de la gare ainsi...",sml,-96.9538228,49.314695,12.72625,50.5,12.72625,40.26847222222222
16,St Malo,Kyriad Prestige Saint-Malo,https://www.booking.com/hotel/fr/kyriad-prestige-saint-malo-xml.fr.html,8.8,48.63609920237719,-1.9892066717147827,Le Kyriad Prestige Saint-Malo se trouve à 4 km du centre historique Intra-muros et des plages. Un parking sécurisé est disponible gratuitement. ,sml,-96.9538228,49.314695,12.72625,50.5,12.72625,40.26847222222222
17,St Malo,Hôtel Ar Iniz,https://www.booking.com/hotel/fr/ar-iniz.fr.html,8.6,48.66167887690836,-1.9916501641273496,"Providing a direct access to the Sillon Beach, Hôtel Ar Iniz offers a regional restaurant, a bar and a terrace with a view of the sea. The modern-style hotel is situated 1.5 km from the city centre. ",sml,-96.9538228,49.314695,12.72625,50.5,12.72625,40.26847222222222
18,St Malo,Hôtel L'Adresse - Entièrement rénové,https://www.booking.com/hotel/fr/adresse.fr.html,8.8,48.65210596051072,-2.0171231031417847,"L’Hôtel L'Adresse propose un hébergement indépendant, à 30 mètres de la plage du Sillon, à 300 mètres du centre-ville de Saint-Malo et à 500 mètres du port de plaisance de Saint-Malo. ",sml,-96.9538228,49.314695,12.72625,50.5,12.72625,40.26847222222222
19,St Malo,La Maison des Armateurs,https://www.booking.com/hotel/fr/la-maison-des-armateurs.fr.html,8.8,48.64920520114247,-2.024633288383484,"Situé dans le centre historique de Saint-Malo, l’établissement La Maison des Armateurs vous accueille à 5 minutes à pied de la cathédrale et à 120 mètres du port de plaisance. ",sml,-96.9538228,49.314695,12.72625,50.5,12.72625,40.26847222222222
20,Bayeux,Domaine de Bayeux,https://www.booking.com/hotel/fr/domaine-de-bayeux.fr.html,9.3,49.27232559999999,-0.6985101000000213,Le Domaine de Bayeux occupe une maison du XVIIIe siècle avec un parc arboré dans le centre de Bayeux. ,byx,-0.7024738,49.2764624,17.36125,81.75,17.36125,47.08013888888888
21,Bayeux,Villa Lara Hotel,https://www.booking.com/hotel/fr/villa-lara-ha-tel.fr.html,9.6,49.27551885808722,-0.700964480638504,"La Villa Lara Hotel est un petit boutique hôtel de luxe situé dans le centre historique de Bayeux, en face de la cathédrale du XIe siècle et à seulement 2 minutes à pied de la Tapisserie de Bayeux. ",byx,-0.7024738,49.2764624,17.36125,81.75,17.36125,47.08013888888888
22,Bayeux,Hôtel De Brunville & Spa,https://www.booking.com/hotel/fr/hoteldebrunville.fr.html,8.0,49.27815768633019,-0.7035139203071594,"Situé à seulement 400 mètres de la cathédrale de Bayeux, l’Hôtel De Brunville & Spa propose une piscine extérieure chauffée et un jacuzzi accessibles toute l'année. ",byx,-0.7024738,49.2764624,17.36125,81.75,17.36125,47.08013888888888
23,Bayeux,Hotel Le Lion D'Or et Restaurant La Table Du Lion,https://www.booking.com/hotel/fr/le-lion-d-or-bayeux.fr.html,8.6,49.27627832312484,-0.6983694434165955,"Occupant un ancien bureau de poste du XVIIIe siècle, l'Hotel Le Lion D'Or et Restaurant La Table Du Lion est désormais un établissement charmant situé dans l'un des plus anciens quartiers de Bayeux. ",byx,-0.7024738,49.2764624,17.36125,81.75,17.36125,47.08013888888888
24,Bayeux,Hotel Reine Mathilde,https://www.booking.com/hotel/fr/reine-mathilde-bayeux.fr.html,8.5,49.276031585766006,-0.7017248868942261,"L'hôtel Reine Mathilde se situe dans le quartier médiéval de Bayeux, à seulement 300 mètres du musée de la Tapisserie. ",byx,-0.7024738,49.2764624,17.36125,81.75,17.36125,47.08013888888888
25,Bayeux,Hôtel d'Argouges,https://www.booking.com/hotel/fr/d-argouges.fr.html,8.7,49.27899410241933,-0.7084169983863831,"L'Hôtel d'Argouges est un établissement du XVIIIe siècle situé au cœur de Bayeux. Il est à l'écart de la route, vous permettant de profiter pleinement du calme de la campagne. ",byx,-0.7024738,49.2764624,17.36125,81.75,17.36125,47.08013888888888
26,Bayeux,Belle Normandy,https://www.booking.com/hotel/fr/clos-des-cordeliers.fr.html,8.8,49.27446149480972,-0.7079898076568525,"L’établissement Belle Normandy se trouve à Bayeux, à 600 mètres de ce lieu d’intérêt : Cathédrale Notre-Dame de Bayeux. Il propose un jardin, une terrasse, un bar et un parking privé. ",byx,-0.7024738,49.2764624,17.36125,81.75,17.36125,47.08013888888888
27,Bayeux,Le Declic,https://www.booking.com/hotel/fr/le-mogador-bayeux.fr.html,8.0,49.27933593079586,-0.7070561004303499,"L'établissement Le Declic est situé à Bayeux, à 100 mètres de la cathédrale Notre-Dame de Bayeux et à 15 km de la plage d'Omaha. ",byx,-0.7024738,49.2764624,17.36125,81.75,17.36125,47.08013888888888
28,Bayeux,La Maison de Mathilde,https://www.booking.com/hotel/fr/la-maison-de-mathilde.fr.html,8.9,49.27647467688673,-0.7024700846557153,"La Maison de Mathilde vous accueille à Bayeux, à 100 mètres du musée Baron Gérard et à 200 mètres du musée de la Tapisserie de Bayeux. ",byx,-0.7024738,49.2764624,17.36125,81.75,17.36125,47.08013888888888
29,Bayeux,Hôtel Le Saint Patrice,https://www.booking.com/hotel/fr/saint-patrice.fr.html,8.2,49.27981023429335,-0.7106749165699284,"L’établissement 2 étoiles Hôtel Le Saint Patrice vous accueille à Bayeux, à respectivement 800 mètres et 1,2 km de ces lieux d’intérêt : Musée d'art et d'histoire Baron Gérard et Musée de la...",byx,-0.7024738,49.2764624,17.36125,81.75,17.36125,47.08013888888888
30,Le Havre,Hilton Garden Inn Le Havre Centre,https://www.booking.com/hotel/fr/hilton-garden-inn-le-havre-centre.fr.html,8.5,49.49008699,0.097746957,"Situé en bord de mer, l’établissement Hilton Garden Inn Le Havre Centre propose des hébergements 4 étoiles au Havre. Il comprend une salle de sport, une terrasse et un restaurant. ",lhv,0.1079732,49.4938975,17.02,82.0,17.02,47.428888888888885
31,Le Havre,B&B HOTEL Le Havre Centre,https://www.booking.com/hotel/fr/campanile-le-havre-centre.fr.html,8.4,49.498238,0.128837,"L’B&B HOTEL Le Havre Centre, situé dans le centre-ville du Havre et à 600 mètres de la gare SNCF, vous accueille pour un séjour professionnel et de loisirs. ",lhv,0.1079732,49.4938975,17.02,82.0,17.02,47.428888888888885
32,Le Havre,Nomad Hotel le Havre Centre Gare,https://www.booking.com/hotel/fr/nomad-le-havre.fr.html,8.5,49.49331760456112,0.125306883397684,"Le Nomad Hotel le Havre Centre Gare propose des chambres climatisées, dotées d'une connexion Wi-Fi gratuite et décorées dans un style moderne. ",lhv,0.1079732,49.4938975,17.02,82.0,17.02,47.428888888888885
33,Le Havre,ibis Le Havre Centre,https://www.booking.com/hotel/fr/hotelibislehavre.fr.html,8.1,49.4916414175279,0.1187601685523986,"L'ibis Le Havre Centre est situé dans le centre-ville du Havre, à proximité de la gare SNCF, du port ferry et du centre du commerce international. Une connexion Wi-Fi gratuite est disponible. ",lhv,0.1079732,49.4938975,17.02,82.0,17.02,47.428888888888885
34,Le Havre,Hotel de Charme La Bonne Adresse - Logis hotels,https://www.booking.com/hotel/fr/des-phares.fr.html,8.5,49.50318944974505,0.0888213515281677,"Situé à seulement 150 mètres des plages du Havre, l'Hotel de Charme La Bonne Adresse - Logis hotels se trouve dans un quartier résidentiel de Sainte-Adresse. ",lhv,0.1079732,49.4938975,17.02,82.0,17.02,47.428888888888885
35,Le Havre,Hotel Spa Le Pasino,https://www.booking.com/hotel/fr/pasino.fr.html,8.2,49.49117449151481,0.1119366288185119,"Situé au cœur du Havre, l'Hotel Spa le Pasino dispose d'une piscine intérieure, d'un spa avec un sauna et d'un casino sur place. ",lhv,0.1079732,49.4938975,17.02,82.0,17.02,47.428888888888885
36,Le Havre,Birgit Hôtel Le Havre Centre,https://www.booking.com/hotel/fr/kyriadlehavrecentre.fr.html,8.4,49.49308920830414,0.130961537361145,"Bienvenue à Birgit ! Pour visiter Le Havre, rien de mieux que de séjourner dans cet hôtel de 86 chambres entièrement rénové en 2022. ",lhv,0.1079732,49.4938975,17.02,82.0,17.02,47.428888888888885
37,Le Havre,JOST Hôtel Le Havre Centre Gare,https://www.booking.com/hotel/fr/jost-le-havre.fr.html,8.6,49.493988,0.1227326,"L’établissement JOST Hôtel Le Havre Centre Gare se situe au Havre, à 2,3 km de ce lieu d’intérêt : Plage du Havre. ",lhv,0.1079732,49.4938975,17.02,82.0,17.02,47.428888888888885
38,Le Havre,Hôtel Lilybloom,https://www.booking.com/hotel/fr/la-grande-ecole-le-havre.fr.html,8.7,49.488378,0.108705,"L’établissement Hôtel Lilybloom se trouve au Havre, à 1,5 km de ce lieu d’intérêt : Plage du Havre. Il offre une vue sur le jardin et comprend une terrasse et un bar. ",lhv,0.1079732,49.4938975,17.02,82.0,17.02,47.428888888888885
39,Le Havre,Hôtel Spa Vent d'Ouest,https://www.booking.com/hotel/fr/vent-d-ouest-le-havre.fr.html,8.5,49.49141927977486,0.1007075607776641,"L’Hôtel Spa Vent d’Ouest se situe au Havre, à seulement 550 mètres de la plage et à 5 minutes de route du terminal ferry. ",lhv,0.1079732,49.4938975,17.02,82.0,17.02,47.428888888888885
40,Rouen,Novotel Rouen Centre Cathédrale,https://www.booking.com/hotel/fr/novotel-rouen-centre-cathedrale.fr.html,8.5,49.4388505,1.0899553,"L’établissement Novotel Rouen Centre Cathédrale vous accueille à Rouen, à 600 mètres de ce lieu d’intérêt : Cathédrale Notre-Dame de Rouen. ",ron,1.0939658,49.4404591,17.121250000000003,75.375,17.121250000000003,45.14180555555555
41,Rouen,Aparthotel Adagio Access Rouen Centre Cathédrale,https://www.booking.com/hotel/fr/aparthotel-adagio-access-rouen-centre-cathedrale.fr.html,8.6,49.439067,1.089627,L’établissement Aparthotel Adagio Access Rouen Centre Cathédrale est idéalement placé dans le centre de Rouen. ,ron,1.0939658,49.4404591,17.121250000000003,75.375,17.121250000000003,45.14180555555555
42,Rouen,Hyatt Place Rouen,https://www.booking.com/hotel/fr/hyatt-place-rouen.fr.html,8.6,49.45328564064136,1.09828529731665,"L’établissement Hyatt Place Rouen vous accueille à Rouen, à 900 mètres de ce lieu d’intérêt : Gare de Rouen-Rive-Droite. Il comprend un jardin, une terrasse, un restaurant et un parking privé. ",ron,1.0939658,49.4404591,17.121250000000003,75.375,17.121250000000003,45.14180555555555
43,Rouen,KYRIAD ROUEN SUD - Sotteville les Rouen,https://www.booking.com/hotel/fr/kyriad-rouen-sud.fr.html,8.0,49.421793,1.106844,"L’établissement KYRIAD ROUEN SUD - Sotteville les Rouen vous accueille à Rouen, à 1,6 km de ce lieu d’intérêt : Hotel de ville de Soteville Station, Rouen. ",ron,1.0939658,49.4404591,17.121250000000003,75.375,17.121250000000003,45.14180555555555
44,Rouen,"Radisson Blu Hotel, Rouen Centre",https://www.booking.com/hotel/fr/radisson-blu-rouen-centre.fr.html,8.9,49.446441,1.09412,"L’établissement Radisson Blu Hotel, Rouen Centre est idéalement placé dans le centre de Rouen. ",ron,1.0939658,49.4404591,17.121250000000003,75.375,17.121250000000003,45.14180555555555
45,Rouen,Ibis Styles Rouen Centre Rive Gauche,https://www.booking.com/hotel/fr/ibis-styles-rouen-centre-rive-gauche.fr.html,8.3,49.42498665756126,1.0686087460327045,"L’établissement Ibis Styles Rouen Centre Rive Gauche se situe à Rouen, à 1,9 km de ce lieu d’intérêt : Voltaire Station, Rouen. Il possède une terrasse, un bar et un parking privé. ",ron,1.0939658,49.4404591,17.121250000000003,75.375,17.121250000000003,45.14180555555555
46,Rouen,Holiday Inn Express - Rouen Centre - Rive Gauche by IHG,https://www.booking.com/hotel/fr/holiday-inn-express-rouen-centre-rive-gauche.fr.html,8.4,49.429988,1.072398,"Situé à Rouen, l’établissement Holiday Inn Express - Rouen Centre - Rive Gauche by IHG comprend une connexion Wi-Fi gratuite et un enregistrement/départ rapide. ",ron,1.0939658,49.4404591,17.121250000000003,75.375,17.121250000000003,45.14180555555555
47,Rouen,ibis budget Rouen Centre Rive Gauche,https://www.booking.com/hotel/fr/ibis-budget-rouen-centre-rive-gauche.fr.html,8.3,49.425341,1.068718,"L'Hotel ibis budget Rouen Centre Rive Gauche Gauche se situe à Rouen, à 2,4 km du Kindarena, le palais des sports de la ville. ",ron,1.0939658,49.4404591,17.121250000000003,75.375,17.121250000000003,45.14180555555555
48,Rouen,ibis Rouen Centre Champ de Mars,https://www.booking.com/hotel/fr/ibis-rouen-champ-de-mars.fr.html,8.0,49.43572312061268,1.102731227874756,"Situé à seulement 10 minutes à pied du centre de Rouen, l’ibis Rouen Centre Champ de Mars dispose d’un sauna et d’une réception ouverte 24h/24. ",ron,1.0939658,49.4404591,17.121250000000003,75.375,17.121250000000003,45.14180555555555
49,Rouen,Le Vieux Carré,https://www.booking.com/hotel/fr/le-vieux-carre.fr.html,8.1,49.4433271352408,1.0945739597082138,"L'hôtel Le Vieux Carré est situé dans le centre de Rouen, dans une zone piétonne, à seulement 850 mètres de la gare de Rouen-Rive-Droite. ",ron,1.0939658,49.4404591,17.121250000000003,75.375,17.121250000000003,45.14180555555555
50,Paris,Too Hotel & Spa Paris - MGallery Collection,https://www.booking.com/hotel/fr/too-paris-mgallery.fr.html,9.0,48.82542397136288,2.382372175254832,"L’établissement Too Hotel & Spa Paris - MGallery Collection se situe à Paris, à 3,6 km de ce lieu d’intérêt : Gare de Lyon. ",prs,2.320041,48.8588897,17.35875,57.0,17.35875,38.83208333333333
51,Paris,SO/ Paris Hotel,https://www.booking.com/hotel/fr/so-paris.fr.html,9.0,48.850212,2.362765,L’établissement SO/ Paris Hotel bénéficie d’un emplacement attractif à Paris. ,prs,2.320041,48.8588897,17.35875,57.0,17.35875,38.83208333333333
52,Paris,Drawing House,https://www.booking.com/hotel/fr/drawing-house.fr.html,9.0,48.837362,2.319906,"L’établissement Drawing House se situe à Paris, à 2,6 km de ce lieu d’intérêt : Musée Rodin. ",prs,2.320041,48.8588897,17.35875,57.0,17.35875,38.83208333333333
53,Paris,La Demeure Montaigne,https://www.booking.com/hotel/fr/la-demeure-montaigne.fr.html,9.0,48.867792,2.303308,L’établissement La Demeure Montaigne bénéficie d’un emplacement de choix à Paris. ,prs,2.320041,48.8588897,17.35875,57.0,17.35875,38.83208333333333
54,Paris,Hôtel La Canopée,https://www.booking.com/hotel/fr/la-canopee-paris.fr.html,9.0,48.872866,2.316524,"L’établissement Hôtel La Canopée bénéficie d’un emplacement stratégique à Paris. Il comprend une connexion Wi-Fi gratuite, un jardin, une terrasse des hébergements dotés de la climatisation. ",prs,2.320041,48.8588897,17.35875,57.0,17.35875,38.83208333333333
55,Paris,Hôtel Le Milie Rose,https://www.booking.com/hotel/fr/le-milie-rose.fr.html,9.0,48.87368,2.352085,"L’établissement Hôtel Le Milie Rose vous accueille à Paris, à 1 km de ce lieu d’intérêt : Gare du Nord. ",prs,2.320041,48.8588897,17.35875,57.0,17.35875,38.83208333333333
56,Paris,Paris j'Adore Hotel & Spa,https://www.booking.com/hotel/fr/paris-j-39-adore-amp-spa.fr.html,9.1,48.882529,2.319161,"L’établissement Paris j'Adore Hotel & Spa se situe à Paris, à 1 km de ce lieu d’intérêt : Gare Saint-Lazare. Il offre une vue sur la ville et possède un restaurant et un bar. ",prs,2.320041,48.8588897,17.35875,57.0,17.35875,38.83208333333333
57,Paris,Quinzerie hôtel,https://www.booking.com/hotel/fr/quinzerie.fr.html,9.2,48.844209,2.280853,"Situé à Paris, l’établissement Quinzerie hôtel comprend une salle de sport, un jardin, un salon commun et une terrasse. ",prs,2.320041,48.8588897,17.35875,57.0,17.35875,38.83208333333333
58,Paris,Hôtel Moderniste,https://www.booking.com/hotel/fr/lutece-paris.fr.html,9.4,48.83582,2.292364,"Situé dans une jolie rue bourgeoise et très calme du 15e arrondissement de Paris, au cœur du quartier de Convention et tout près du parc des expositions de la Porte de Versailles, l'Hotel Moderniste...",prs,2.320041,48.8588897,17.35875,57.0,17.35875,38.83208333333333
59,Paris,La Planque Hotel,https://www.booking.com/hotel/fr/la-planque-paris.fr.html,9.1,48.87192,2.370044,"Possédant une terrasse, l’établissement La Planque Hotel vous accueille à Paris dans la région Île-de-France, à respectivement 1,7 km et 1,2 km de ces lieux d’intérêt : Gare du Nord et Gare de l'Est. ",prs,2.320041,48.8588897,17.35875,57.0,17.35875,38.83208333333333
60,Amiens,The Originals Boutique Hôtel Amiens Sud,https://www.booking.com/hotel/fr/the-originals-boutique-amiens-sud-chu-amiens.fr.html,8.5,49.879612824182246,2.266651015808119,"L’établissement The Originals Boutique Hôtel Amiens Sud vous accueille à Amiens, à 3,6 km de ce lieu d’intérêt : Zénith d'Amiens. ",ams,2.2956951,49.8941708,16.4025,83.875,16.4025,48.53416666666666
61,Amiens,ibis Styles Amiens Centre,https://www.booking.com/hotel/fr/ibis-styles-amiens-centre.fr.html,8.5,49.891422,2.304996,"Proposant un bar, l’établissement ibis Styles Amiens Centre se trouve à Amiens dans la région Picardie, à respectivement 300 mètres et 3,9 km de ces lieux d’intérêt : Gare d'Amiens et Zénith d'Amiens....",ams,2.2956951,49.8941708,16.4025,83.875,16.4025,48.53416666666666
62,Amiens,ibis budget Amiens Centre Gare,https://www.booking.com/hotel/fr/ibis-budget-amiens-centre-gare.fr.html,8.1,49.891591,2.313573,"L'ibis budget Amiens Centre Gare est situé dans le centre-ville d'Amiens, à 5 minutes à pied de la gare d'Amiens et à 15 minutes à pied de la cathédrale Notre-Dame d'Amiens. ",ams,2.2956951,49.8941708,16.4025,83.875,16.4025,48.53416666666666
63,Amiens,Logis Hôtel - La Chambre d'Amiens,https://www.booking.com/hotel/fr/la-chambre-d-39-amiens.fr.html,8.4,49.89448370908586,2.276802533729551,"Situé à Amiens, à 900 mètres du Zénith, l'établissement Logis Hôtel - La Chambre d'Amiens propose un bar, un parking privé gratuit, un salon commun, une terrasse, une bagagerie et un jardin. ",ams,2.2956951,49.8941708,16.4025,83.875,16.4025,48.53416666666666
64,Amiens,B&B HOTEL Amiens Centre Cathédrale,https://www.booking.com/hotel/fr/ibis-amiens-centre-cathedrale.fr.html,8.3,49.891999,2.291969999999992,"Disposant d’un restaurant et d’une connexion Wi-Fi gratuite, le B&B HOTEL Amiens Centre Cathédrale est situé dans le centre d'Amiens. Les chambres possèdent une télévision à écran plat et un bureau. ",ams,2.2956951,49.8941708,16.4025,83.875,16.4025,48.53416666666666
65,Amiens,Moxy Amiens,https://www.booking.com/hotel/fr/campanile-amiens-centre-gare.fr.html,8.4,49.891249,2.30953,"Situé au cœur de la ville et à deux pas de la gare, l’hôtel Moxy Amiens est un pied-à-terre idéal pour vos déplacements professionnels ou sportifs, pour un voyage entre amis ou un séjour découverte en...",ams,2.2956951,49.8941708,16.4025,83.875,16.4025,48.53416666666666
66,Amiens,Hotel Le Prieuré et La Résidence,https://www.booking.com/hotel/fr/le-prieure-amiens.fr.html,8.4,49.894445193999786,2.3009423911571503,"L'Hotel Le Prieuré et La Résidence est situé dans le centre-ville d'Amiens, au pied de la cathédrale. ",ams,2.2956951,49.8941708,16.4025,83.875,16.4025,48.53416666666666
67,Amiens,Le Saint Louis,https://www.booking.com/hotel/fr/le-saint-louis-amienq.fr.html,8.1,49.889778847078894,2.3024994134902954,"Le Saint Louis est situé dans le centre-ville d'Amiens, à 300 mètres de la gare et de la cathédrale. Il propose des chambres avec télévision par satellite et connexion Wi-Fi gratuite. ",ams,2.2956951,49.8941708,16.4025,83.875,16.4025,48.53416666666666
68,Amiens,Holiday Inn Express Amiens by IHG,https://www.booking.com/hotel/fr/express-by-holiday-inn.fr.html,8.0,49.89167619790575,2.30775386095047,L'Holiday Inn Express propose des chambres confortables avec connexion Wi-Fi gratuite. ,ams,2.2956951,49.8941708,16.4025,83.875,16.4025,48.53416666666666
69,Amiens,Mercure Amiens Cathédrale,https://www.booking.com/hotel/fr/mercure-amiens-cathdrale.fr.html,8.3,49.89571084445366,2.299562394618988,"The 4-star Mercure hotel is situated in front of France's biggest medieval cathedral, which is listed as a Unesco World Heritage site. ",ams,2.2956951,49.8941708,16.4025,83.875,16.4025,48.53416666666666
70,Lille,Pandora Spa Lille,https://www.booking.com/hotel/fr/pandora-spa-lille.fr.html,9.3,50.645775,2.9864651,"Situé à Lille, à moins de 1,5 km de la station de métro St Philibert, le Pandora Spa Lille propose un bar, des chambres non-fumeurs et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. ",lll,3.0635282,50.6365654,16.1625,91.75,16.1625,51.34583333333333
71,Lille,JOST Hôtel Lille Centre,https://www.booking.com/hotel/fr/jost-lille-wazemmes.fr.html,8.4,50.6288419,3.0519791,"L’établissement JOST Hôtel Lille Centre bénéficie d’un emplacement de choix dans le quartier Wazemmes de Lille, à respectivement 800 mètres, 1,2 km et 1,7 km de ces lieux d’intérêt : Maison Coilliot,...",lll,3.0635282,50.6365654,16.1625,91.75,16.1625,51.34583333333333
72,Lille,B&B HOTEL Lille Lillenium Eurasanté,https://www.booking.com/hotel/fr/b-amp-b-lille-lillenium-eurasante-lille.fr.html,8.5,50.615354,3.043125,"Proposant un bar, l’établissement B&B HOTEL Lille Lillenium Eurasanté se situe à Lille dans la région Nord, à respectivement 2,3 km et 3,4 km de ces lieux d’intérêt : Maison Coilliot et Hospice...",lll,3.0635282,50.6365654,16.1625,91.75,16.1625,51.34583333333333
